gameDate,gameId,team,opposingTeam,home_or_away,playoffGame,goals_for,goals_against,xGoalsFor,xGoalsAgainst,shotsOnGoalFor,shotsOnGoalAgainst,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,total_shots_x,total_xGoals,total_rebounds,avg_shot_distance,total_shots_y,total_goals,shots_on_goal,xGoals,missed_shots,blocked_shots,shooterPlayerId,playerPositionThatDidEvent,total_shots_by_player,total_xGoals_by_player,shooterName
2024-10-09,2024020007,NYR,PIT,AWAY,0,0.0,0.0,1.787,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-09,2024020007,NYR,PIT,AWAY,0,6.0,0.0,6.581,3.525,40.0,31.0,0.0,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-09,2024020007,NYR,PIT,AWAY,0,5.0,0.0,4.505,2.943,34.0,28.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-09,2024020007,NYR,PIT,AWAY,0,1.0,0.0,0.266,0.582,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-09,2024020007,NYR,PIT,AWAY,0,0.0,0.0,0.023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-12,2024020030,NYR,UTA,HOME,0,0.0,2.0,0.086,0.667,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,
2024-10-12,2024020030,NYR,UTA,HOME,0,5.0,6.0,3.684,3.5,34.0,26.0,3.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
2024-10-12,2024020030,NYR,UTA,HOME,0,4.0,3.0,3.128,1.697,28.0,17.0,3.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
2024-10-12,2024020030,NYR,UTA,HOME,0,0.0,1.0,0.019,1.136,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-10-12,2024020030,NYR,UTA,HOME,0,1.0,0.0,0.451,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-14,2024020045,NYR,DET,HOME,0,1.0,0.0,1.478,0.226,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-14,2024020045,NYR,DET,HOME,0,4.0,1.0,4.294,2.578,28.0,32.0,2.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-14,2024020045,NYR,DET,HOME,0,2.0,1.0,1.718,2.052,19.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-14,2024020045,NYR,DET,HOME,0,0.0,0.0,0.133,0.233,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-14,2024020045,NYR,DET,HOME,0,1.0,0.0,0.964,0.066,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-17,2024020063,NYR,DET,AWAY,0,0.0,0.0,0.284,0.509,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-17,2024020063,NYR,DET,AWAY,0,5.0,2.0,4.585,3.967,34.0,31.0,2.0,0.0,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
2024-10-17,2024020063,NYR,DET,AWAY,0,2.0,1.0,2.63,2.12,26.0,24.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-17,2024020063,NYR,DET,AWAY,0,0.0,1.0,0.0,1.338,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-10-17,2024020063,NYR,DET,AWAY,0,3.0,0.0,1.67,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-19,2024020079,NYR,TOR,AWAY,0,3.0,0.0,2.212,0.397,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-19,2024020079,NYR,TOR,AWAY,0,4.0,1.0,4.698,3.925,29.0,35.0,0.0,1.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-19,2024020079,NYR,TOR,AWAY,0,1.0,1.0,2.37,2.796,23.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-19,2024020079,NYR,TOR,AWAY,0,0.0,0.0,0.07,0.732,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-19,2024020079,NYR,TOR,AWAY,0,0.0,0.0,0.046,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-22,2024020096,NYR,MTL,AWAY,0,0.0,0.0,0.668,0.111,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-22,2024020096,NYR,MTL,AWAY,0,7.0,2.0,6.822,2.157,45.0,23.0,3.0,2.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
2024-10-22,2024020096,NYR,MTL,AWAY,0,6.0,1.0,4.349,1.732,34.0,21.0,3.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-22,2024020096,NYR,MTL,AWAY,0,0.0,1.0,0.574,0.314,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-22,2024020096,NYR,MTL,AWAY,0,1.0,0.0,1.231,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-24,2024020113,NYR,FLA,HOME,0,0.0,0.0,0.141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-24,2024020113,NYR,FLA,HOME,0,1.0,3.0,3.482,2.843,25.0,29.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
2024-10-24,2024020113,NYR,FLA,HOME,0,1.0,3.0,2.179,2.74,18.0,24.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
2024-10-24,2024020113,NYR,FLA,HOME,0,0.0,0.0,0.043,0.035,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-24,2024020113,NYR,FLA,HOME,0,0.0,0.0,1.118,0.068,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-26,2024020128,NYR,ANA,HOME,0,0.0,1.0,0.506,0.409,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-26,2024020128,NYR,ANA,HOME,0,2.0,1.0,3.466,1.661,32.0,33.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-10-26,2024020128,NYR,ANA,HOME,0,2.0,0.0,2.74,1.179,27.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-26,2024020128,NYR,ANA,HOME,0,0.0,0.0,0.0,0.073,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-26,2024020128,NYR,ANA,HOME,0,0.0,0.0,0.221,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-29,2024020151,NYR,WSH,AWAY,0,1.0,2.0,0.17,1.756,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,
2024-10-29,2024020151,NYR,WSH,AWAY,0,3.0,5.0,2.626,8.634,19.0,46.0,0.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
2024-10-29,2024020151,NYR,WSH,AWAY,0,1.0,3.0,1.601,4.341,15.0,36.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
2024-10-29,2024020151,NYR,WSH,AWAY,0,0.0,0.0,0.143,1.966,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-10-29,2024020151,NYR,WSH,AWAY,0,1.0,0.0,0.712,0.571,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-01,2024020170,NYR,OTT,HOME,0,0.0,0.0,0.337,0.775,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-01,2024020170,NYR,OTT,HOME,0,2.0,1.0,1.922,2.699,18.0,41.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-11-01,2024020170,NYR,OTT,HOME,0,1.0,1.0,0.886,1.732,13.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-11-01,2024020170,NYR,OTT,HOME,0,0.0,0.0,0.014,0.18,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-01,2024020170,NYR,OTT,HOME,0,1.0,0.0,0.684,0.012,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-03,2024020185,NYR,NYI,HOME,0,1.0,0.0,0.964,0.062,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-03,2024020185,NYR,NYI,HOME,0,5.0,2.0,3.863,3.25,40.0,37.0,3.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
2024-11-03,2024020185,NYR,NYI,HOME,0,2.0,2.0,1.927,3.093,27.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
2024-11-03,2024020185,NYR,NYI,HOME,0,1.0,0.0,0.527,0.057,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-03,2024020185,NYR,NYI,HOME,0,1.0,0.0,0.445,0.038,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-07,2024020213,NYR,BUF,HOME,0,0.0,0.0,0.491,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-07,2024020213,NYR,BUF,HOME,0,1.0,6.0,3.984,1.703,26.0,22.0,0.0,1.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
2024-11-07,2024020213,NYR,BUF,HOME,0,1.0,5.0,2.014,0.799,15.0,14.0,0.0,1.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,,,
2024-11-07,2024020213,NYR,BUF,HOME,0,0.0,1.0,0.008,0.904,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-11-07,2024020213,NYR,BUF,HOME,0,0.0,0.0,1.471,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-09,2024020228,NYR,DET,AWAY,0,1.0,0.0,0.327,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-09,2024020228,NYR,DET,AWAY,0,4.0,0.0,2.605,3.622,24.0,37.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-09,2024020228,NYR,DET,AWAY,0,2.0,0.0,1.541,3.16,22.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-09,2024020228,NYR,DET,AWAY,0,0.0,0.0,0.0,0.421,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-09,2024020228,NYR,DET,AWAY,0,1.0,0.0,0.737,0.041,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-12,2024020247,NYR,WPG,HOME,0,0.0,1.0,0.381,0.469,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-11-12,2024020247,NYR,WPG,HOME,0,3.0,6.0,3.817,3.828,36.0,33.0,1.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,
2024-11-12,2024020247,NYR,WPG,HOME,0,2.0,4.0,2.505,2.587,26.0,29.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
2024-11-12,2024020247,NYR,WPG,HOME,0,0.0,1.0,0.25,0.765,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-11-12,2024020247,NYR,WPG,HOME,0,1.0,0.0,0.681,0.007,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-14,2024020261,NYR,SJS,HOME,0,0.0,1.0,0.239,1.535,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-11-14,2024020261,NYR,SJS,HOME,0,3.0,2.0,3.38,3.016,35.0,27.0,2.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
2024-11-14,2024020261,NYR,SJS,HOME,0,3.0,1.0,2.835,0.881,31.0,21.0,2.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-14,2024020261,NYR,SJS,HOME,0,0.0,0.0,0.007,0.471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-14,2024020261,NYR,SJS,HOME,0,0.0,0.0,0.299,0.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-17,2024020287,NYR,SEA,AWAY,0,0.0,0.0,1.037,0.118,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-17,2024020287,NYR,SEA,AWAY,0,2.0,0.0,2.876,2.183,23.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-17,2024020287,NYR,SEA,AWAY,0,2.0,0.0,1.797,2.064,22.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-17,2024020287,NYR,SEA,AWAY,0,0.0,0.0,0.043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-17,2024020287,NYR,SEA,AWAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-19,2024020300,NYR,VAN,AWAY,0,0.0,0.0,0.017,0.257,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-19,2024020300,NYR,VAN,AWAY,0,4.0,3.0,1.674,1.567,33.0,24.0,3.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-19,2024020300,NYR,VAN,AWAY,0,4.0,3.0,1.595,0.798,27.0,17.0,3.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-19,2024020300,NYR,VAN,AWAY,0,0.0,0.0,0.0,0.513,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-19,2024020300,NYR,VAN,AWAY,0,0.0,0.0,0.062,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-21,2024020314,NYR,CGY,AWAY,0,0.0,0.0,0.41,1.835,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-21,2024020314,NYR,CGY,AWAY,0,2.0,3.0,2.351,5.141,29.0,49.0,1.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-21,2024020314,NYR,CGY,AWAY,0,2.0,2.0,1.892,2.579,24.0,39.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-21,2024020314,NYR,CGY,AWAY,0,0.0,1.0,0.0,0.719,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-21,2024020314,NYR,CGY,AWAY,0,0.0,0.0,0.049,0.007,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-23,2024020332,NYR,EDM,AWAY,0,0.0,1.0,0.372,0.276,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
2024-11-23,2024020332,NYR,EDM,AWAY,0,2.0,6.0,2.617,2.919,34.0,40.0,1.0,1.0,0.0,4.0,2.0,0.0,,,,,,,,,,,,,,,
2024-11-23,2024020332,NYR,EDM,AWAY,0,2.0,4.0,2.151,2.045,26.0,33.0,1.0,1.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,,,
2024-11-23,2024020332,NYR,EDM,AWAY,0,0.0,0.0,0.033,0.247,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-23,2024020332,NYR,EDM,AWAY,0,0.0,1.0,0.06,0.351,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-25,2024020337,NYR,STL,HOME,0,0.0,2.0,0.614,0.911,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
2024-11-25,2024020337,NYR,STL,HOME,0,2.0,5.0,2.676,4.651,29.0,44.0,0.0,2.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
2024-11-25,2024020337,NYR,STL,HOME,0,2.0,3.0,1.385,3.586,23.0,32.0,0.0,2.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,
2024-11-25,2024020337,NYR,STL,HOME,0,0.0,0.0,0.0,0.135,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-25,2024020337,NYR,STL,HOME,0,0.0,0.0,0.677,0.02,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-27,2024020349,NYR,CAR,AWAY,0,0.0,0.0,0.224,1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-27,2024020349,NYR,CAR,AWAY,0,3.0,4.0,1.793,3.932,22.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
2024-11-27,2024020349,NYR,CAR,AWAY,0,3.0,2.0,1.502,2.049,17.0,24.0,1.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-27,2024020349,NYR,CAR,AWAY,0,0.0,2.0,0.016,0.663,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
2024-11-27,2024020349,NYR,CAR,AWAY,0,0.0,0.0,0.051,0.07,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-29,2024020362,NYR,PHI,AWAY,0,0.0,1.0,0.318,1.379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-11-29,2024020362,NYR,PHI,AWAY,0,1.0,3.0,2.221,4.844,23.0,35.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,
2024-11-29,2024020362,NYR,PHI,AWAY,0,1.0,2.0,1.903,3.431,23.0,33.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
2024-11-29,2024020362,NYR,PHI,AWAY,0,0.0,0.0,0.0,0.035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-29,2024020362,NYR,PHI,AWAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-30,2024020376,NYR,MTL,HOME,0,1.0,0.0,0.253,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-30,2024020376,NYR,MTL,HOME,0,4.0,3.0,2.685,2.717,28.0,28.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-30,2024020376,NYR,MTL,HOME,0,1.0,3.0,1.473,2.657,19.0,24.0,0.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-30,2024020376,NYR,MTL,HOME,0,0.0,0.0,0.0,0.06,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-11-30,2024020376,NYR,MTL,HOME,0,2.0,0.0,0.96,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-02,2024020393,NYR,NJD,HOME,0,0.0,2.0,0.125,0.889,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,
2024-12-02,2024020393,NYR,NJD,HOME,0,1.0,5.0,4.387,4.68,39.0,28.0,0.0,0.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
2024-12-02,2024020393,NYR,NJD,HOME,0,0.0,3.0,2.04,3.031,25.0,21.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
2024-12-02,2024020393,NYR,NJD,HOME,0,0.0,0.0,0.275,0.702,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-02,2024020393,NYR,NJD,HOME,0,1.0,0.0,1.947,0.059,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-06,2024020421,NYR,PIT,HOME,0,0.0,0.0,0.036,0.018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-06,2024020421,NYR,PIT,HOME,0,4.0,2.0,2.425,2.12,32.0,22.0,3.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
2024-12-06,2024020421,NYR,PIT,HOME,0,4.0,2.0,1.97,1.857,25.0,13.0,3.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
2024-12-06,2024020421,NYR,PIT,HOME,0,0.0,0.0,0.079,0.245,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-06,2024020421,NYR,PIT,HOME,0,0.0,0.0,0.339,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-08,2024020436,NYR,SEA,HOME,0,0.0,1.0,0.029,0.964,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-12-08,2024020436,NYR,SEA,HOME,0,5.0,7.0,3.728,3.53,37.0,22.0,3.0,0.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,
2024-12-08,2024020436,NYR,SEA,HOME,0,4.0,5.0,3.255,1.255,33.0,18.0,3.0,0.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
2024-12-08,2024020436,NYR,SEA,HOME,0,0.0,1.0,0.0,1.287,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
2024-12-08,2024020436,NYR,SEA,HOME,0,1.0,0.0,0.444,0.023,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-09,2024020444,NYR,CHI,HOME,0,0.0,0.0,0.328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-09,2024020444,NYR,CHI,HOME,0,1.0,2.0,2.642,2.922,30.0,32.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
2024-12-09,2024020444,NYR,CHI,HOME,0,0.0,2.0,1.665,2.823,25.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
2024-12-09,2024020444,NYR,CHI,HOME,0,1.0,0.0,0.327,0.053,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-09,2024020444,NYR,CHI,HOME,0,0.0,0.0,0.322,0.045,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-11,2024020457,NYR,BUF,AWAY,0,1.0,1.0,0.344,0.368,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-11,2024020457,NYR,BUF,AWAY,0,3.0,2.0,3.409,3.366,28.0,31.0,0.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-11,2024020457,NYR,BUF,AWAY,0,1.0,1.0,2.595,2.503,19.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-11,2024020457,NYR,BUF,AWAY,0,0.0,0.0,0.0,0.433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-11,2024020457,NYR,BUF,AWAY,0,1.0,0.0,0.47,0.063,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-14,2024020475,NYR,LAK,HOME,0,0.0,0.0,0.191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-14,2024020475,NYR,LAK,HOME,0,1.0,5.0,2.973,2.59,32.0,32.0,1.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
2024-12-14,2024020475,NYR,LAK,HOME,0,1.0,5.0,1.486,2.422,21.0,26.0,1.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
2024-12-14,2024020475,NYR,LAK,HOME,0,0.0,0.0,0.357,0.113,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-14,2024020475,NYR,LAK,HOME,0,0.0,0.0,0.939,0.056,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-15,2024020492,NYR,STL,AWAY,0,0.0,0.0,0.068,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-15,2024020492,NYR,STL,AWAY,0,2.0,3.0,1.28,1.766,28.0,24.0,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,
2024-12-15,2024020492,NYR,STL,AWAY,0,2.0,3.0,1.12,1.605,24.0,23.0,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,
2024-12-15,2024020492,NYR,STL,AWAY,0,0.0,0.0,0.092,0.16,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-15,2024020492,NYR,STL,AWAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-17,2024020502,NYR,NSH,AWAY,0,0.0,0.0,0.071,0.785,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-12-17,2024020502,NYR,NSH,AWAY,0,0.0,2.0,3.088,4.454,25.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
2024-12-17,2024020502,NYR,NSH,AWAY,0,0.0,2.0,1.781,3.386,17.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
